0.00	1.68
0.20	1.58
0.40	1.47
0.60	2.12
0.80	1.65
1.00	2.55
1.20	3.07
1.40	3.01
1.60	3.94
1.80	4.23
2.00	5.35
2.20	4.59
2.40	4.83
2.60	4.24
2.80	3.65
3.00	2.89
3.20	2.84
3.40	4.15
3.45	4.80
3.50	5.04
3.51	5.19
3.52	5.37
3.53	5.88
3.55	5.73
3.60	5.76
3.65	5.71
3.70	5.12
3.75	5.60
3.77	4.89
3.80	4.39
3.85	3.74
3.90	3.67
3.95	3.09
4.00	2.47
4.10	1.98
4.11	1.60
4.15	1.25
4.20	1.15
4.30	0.99
4.40	0.81
4.70	0.80
