7032	2590
6929	2560
6717	2498
6678	2488
6599	2460
6533	2434
6507	2428
6402	2390
6383	2380
6334	2364
6305	2350
6266	2338
6217	2318
6164	2296
6143	2286
6096	2268
6074	2258
6030	2238
5976	2214
5945	2198
5882	2168
5852	2154
5401	1892
6907	2560
6234	2324
5791	2126
5770	2144
5461	1934
4916	1862
4358	1462
4047	850
