1505.0000, -63.443, 1505.0000, -61.204, 1505.0000, -60.365, 1505.0000, -59.291, 1505.0000, -59.187,  , ,  , 
1505.0213, -63.473, 1505.0213, -61.242, 1505.0213, -60.430, 1505.0213, -59.550, 1505.0213, -59.254,  , ,  , 
1505.0425, -63.816, 1505.0425, -61.058, 1505.0425, -60.113, 1505.0425, -59.060, 1505.0425, -59.131,  , ,  , 
1505.0638, -63.499, 1505.0638, -61.219, 1505.0638, -60.293, 1505.0638, -59.306, 1505.0638, -58.939,  , ,  , 
1505.0850, -63.164, 1505.0850, -60.898, 1505.0850, -60.229, 1505.0850, -59.371, 1505.0850, -59.145,  , ,  , 
1505.1063, -63.472, 1505.1063, -60.977, 1505.1063, -60.437, 1505.1063, -59.181, 1505.1063, -59.100,  , ,  , 
1505.1275, -63.457, 1505.1275, -61.044, 1505.1275, -60.044, 1505.1275, -59.351, 1505.1275, -59.082,  , ,  , 
1505.1488, -62.991, 1505.1488, -61.184, 1505.1488, -60.101, 1505.1488, -59.282, 1505.1488, -59.024,  , ,  , 
1505.1700, -62.730, 1505.1700, -60.729, 1505.1700, -60.045, 1505.1700, -59.474, 1505.1700, -59.200,  , ,  , 
1505.1913, -63.379, 1505.1913, -60.851, 1505.1913, -60.107, 1505.1913, -59.193, 1505.1913, -59.084,  , ,  , 
1505.2126, -63.028, 1505.2126, -60.844, 1505.2126, -59.933, 1505.2126, -59.069, 1505.2126, -59.083,  , ,  , 
1505.2338, -62.522, 1505.2338, -60.722, 1505.2338, -60.109, 1505.2338, -59.135, 1505.2338, -59.083,  , ,  , 
1505.2551, -62.819, 1505.2551, -60.766, 1505.2551, -59.801, 1505.2551, -59.175, 1505.2551, -59.079,  , ,  , 
1505.2763, -62.606, 1505.2763, -60.652, 1505.2763, -59.898, 1505.2763, -59.113, 1505.2763, -59.041,  , ,  , 
1505.2976, -62.615, 1505.2976, -60.851, 1505.2976, -59.756, 1505.2976, -59.163, 1505.2976, -59.028,  , ,  , 
1505.3188, -62.705, 1505.3188, -60.739, 1505.3188, -59.772, 1505.3188, -58.980, 1505.3188, -58.896,  , ,  , 
1505.3401, -62.741, 1505.3401, -60.426, 1505.3401, -59.889, 1505.3401, -59.033, 1505.3401, -59.030,  , ,  , 
1505.3613, -62.416, 1505.3613, -60.449, 1505.3613, -59.825, 1505.3613, -58.967, 1505.3613, -59.028,  , ,  , 
1505.3826, -62.419, 1505.3826, -60.622, 1505.3826, -59.527, 1505.3826, -59.024, 1505.3826, -58.995,  , ,  , 
1505.4039, -62.203, 1505.4039, -60.552, 1505.4039, -59.811, 1505.4039, -58.992, 1505.4039, -58.810,  , ,  , 
1505.4251, -62.092, 1505.4251, -60.311, 1505.4251, -59.573, 1505.4251, -58.866, 1505.4251, -58.918,  , ,  , 
1505.4464, -62.094, 1505.4464, -60.285, 1505.4464, -59.818, 1505.4464, -59.173, 1505.4464, -58.822,  , ,  , 
1505.4676, -62.010, 1505.4676, -60.606, 1505.4676, -59.653, 1505.4676, -58.849, 1505.4676, -58.811,  , ,  , 
1505.4889, -61.993, 1505.4889, -60.236, 1505.4889, -59.640, 1505.4889, -58.921, 1505.4889, -58.854,  , ,  , 
1505.5101, -62.277, 1505.5101, -60.117, 1505.5101, -59.646, 1505.5101, -58.840, 1505.5101, -59.036,  , ,  , 
1505.5314, -62.323, 1505.5314, -60.153, 1505.5314, -59.490, 1505.5314, -58.802, 1505.5314, -58.762,  , ,  , 
1505.5526, -61.821, 1505.5526, -60.024, 1505.5526, -59.552, 1505.5526, -58.968, 1505.5526, -58.892,  , ,  , 
1505.5739, -61.948, 1505.5739, -60.044, 1505.5739, -59.508, 1505.5739, -58.970, 1505.5739, -58.750,  , ,  , 
1505.5951, -62.068, 1505.5951, -60.146, 1505.5951, -59.268, 1505.5951, -58.967, 1505.5951, -58.764,  , ,  , 
1505.6164, -61.733, 1505.6164, -59.775, 1505.6164, -59.333, 1505.6164, -58.869, 1505.6164, -58.964,  , ,  , 
1505.6377, -61.805, 1505.6377, -60.099, 1505.6377, -59.463, 1505.6377, -58.771, 1505.6377, -58.901,  , ,  , 
1505.6589, -61.927, 1505.6589, -59.867, 1505.6589, -59.400, 1505.6589, -58.809, 1505.6589, -58.915,  , ,  , 
1505.6802, -61.675, 1505.6802, -59.888, 1505.6802, -59.437, 1505.6802, -58.947, 1505.6802, -59.047,  , ,  , 
1505.7014, -61.297, 1505.7014, -59.899, 1505.7014, -59.488, 1505.7014, -58.803, 1505.7014, -58.710,  , ,  , 
1505.7227, -61.806, 1505.7227, -59.772, 1505.7227, -59.191, 1505.7227, -58.730, 1505.7227, -59.034,  , ,  , 
1505.7439, -61.757, 1505.7439, -59.689, 1505.7439, -59.266, 1505.7439, -59.041, 1505.7439, -58.877,  , ,  , 
1505.7652, -61.389, 1505.7652, -59.703, 1505.7652, -59.303, 1505.7652, -58.875, 1505.7652, -58.801,  , ,  , 
1505.7864, -61.055, 1505.7864, -59.751, 1505.7864, -59.179, 1505.7864, -58.819, 1505.7864, -58.780,  , ,  , 
1505.8077, -61.239, 1505.8077, -59.583, 1505.8077, -59.321, 1505.8077, -58.640, 1505.8077, -58.933,  , ,  , 
1505.8290, -61.161, 1505.8290, -59.675, 1505.8290, -59.298, 1505.8290, -58.778, 1505.8290, -58.791,  , ,  , 
1505.8502, -61.175, 1505.8502, -59.520, 1505.8502, -59.146, 1505.8502, -58.774, 1505.8502, -58.800,  , ,  , 
1505.8715, -61.169, 1505.8715, -59.507, 1505.8715, -58.935, 1505.8715, -58.673, 1505.8715, -58.665,  , ,  , 
1505.8927, -60.930, 1505.8927, -59.538, 1505.8927, -59.161, 1505.8927, -58.752, 1505.8927, -58.933,  , ,  , 
1505.9140, -61.098, 1505.9140, -59.480, 1505.9140, -58.899, 1505.9140, -58.590, 1505.9140, -58.808,  , ,  , 
1505.9352, -61.008, 1505.9352, -59.235, 1505.9352, -59.124, 1505.9352, -58.569, 1505.9352, -58.682,  , ,  , 
1505.9565, -60.748, 1505.9565, -59.531, 1505.9565, -58.955, 1505.9565, -58.577, 1505.9565, -58.659,  , ,  , 
1505.9777, -60.808, 1505.9777, -59.488, 1505.9777, -58.875, 1505.9777, -58.537, 1505.9777, -58.693,  , ,  , 
1505.9990, -60.685, 1505.9990, -59.220, 1505.9990, -58.924, 1505.9990, -58.643, 1505.9990, -58.743,  , ,  , 
1506.0203, -60.684, 1506.0203, -59.327, 1506.0203, -58.999, 1506.0203, -58.424, 1506.0203, -58.658,  , ,  , 
1506.0415, -60.848, 1506.0415, -59.323, 1506.0415, -58.885, 1506.0415, -58.674, 1506.0415, -58.799,  , ,  , 
