1508.5709,-54.203,1508.5709,-54.587,1508.5709,-54.818,1508.5709,-54.380,1508.5709,-53.112,1508.5709,-51.868
1508.5921,-54.286,1508.5921,-54.601,1508.5921,-54.829,1508.5921,-54.366,1508.5921,-53.083,1508.5921,-51.858
1508.6134,-54.235,1508.6134,-54.659,1508.6134,-54.817,1508.6134,-54.315,1508.6134,-53.027,1508.6134,-51.850
1508.6347,-54.244,1508.6347,-54.687,1508.6347,-54.790,1508.6347,-54.320,1508.6347,-53.061,1508.6347,-51.856
1508.6559,-54.290,1508.6559,-54.650,1508.6559,-54.884,1508.6559,-54.311,1508.6559,-53.008,1508.6559,-51.757
1508.6772,-54.279,1508.6772,-54.625,1508.6772,-54.774,1508.6772,-54.188,1508.6772,-52.954,1508.6772,-51.804
1508.6984,-54.213,1508.6984,-54.649,1508.6984,-54.729,1508.6984,-54.253,1508.6984,-52.937,1508.6984,-51.751
1508.7197,-54.333,1508.7197,-54.641,1508.7197,-54.783,1508.7197,-54.174,1508.7197,-52.886,1508.7197,-51.750
1508.7409,-54.215,1508.7409,-54.593,1508.7409,-54.774,1508.7409,-54.117,1508.7409,-52.824,1508.7409,-51.722
1508.7622,-54.224,1508.7622,-54.649,1508.7622,-54.775,1508.7622,-54.100,1508.7622,-52.795,1508.7622,-51.683
1508.7834,-54.203,1508.7834,-54.650,1508.7834,-54.738,1508.7834,-54.068,1508.7834,-52.775,1508.7834,-51.705
1508.8047,-54.236,1508.8047,-54.681,1508.8047,-54.626,1508.8047,-54.036,1508.8047,-52.726,1508.8047,-51.631
1508.8260,-54.232,1508.8260,-54.598,1508.8260,-54.697,1508.8260,-54.012,1508.8260,-52.718,1508.8260,-51.646
1508.8472,-54.269,1508.8472,-54.639,1508.8472,-54.654,1508.8472,-53.978,1508.8472,-52.633,1508.8472,-51.615
1508.8685,-54.209,1508.8685,-54.694,1508.8685,-54.672,1508.8685,-53.949,1508.8685,-52.635,1508.8685,-51.576
1508.8897,-54.282,1508.8897,-54.600,1508.8897,-54.590,1508.8897,-53.857,1508.8897,-52.615,1508.8897,-51.587
1508.9110,-54.188,1508.9110,-54.609,1508.9110,-54.619,1508.9110,-53.882,1508.9110,-52.562,1508.9110,-51.557
1508.9322,-54.243,1508.9322,-54.661,1508.9322,-54.619,1508.9322,-53.866,1508.9322,-52.529,1508.9322,-51.542
1508.9535,-54.217,1508.9535,-54.679,1508.9535,-54.535,1508.9535,-53.813,1508.9535,-52.467,1508.9535,-51.548
1508.9747,-54.265,1508.9747,-54.625,1508.9747,-54.578,1508.9747,-53.818,1508.9747,-52.439,1508.9747,-51.498
